positiveRatio,price,storeName,title
97%,¥45.00,AMLLSYE官方旗舰店,AMLLSYE iPhone苹果XS Max手机壳女款8plus水钻挂脖挂绳7p潮牌腕带6s时尚新款 【送钢化膜】白玉兰XS Max【送钢化膜】白玉兰XS Max
100%,¥68.00,品色手机配件专营店,【苹果专柜品牌】MOCOLL摩可 苹果8/7/7Plus钢化膜防蓝光手机膜 黑钻3D曲面防蓝光iPhone7/8plus 白黑钻3D曲面防蓝光iPhone7/8plus 白
98%,¥179.00,绿联联志专卖店,绿联Type-C转HDMI/VGA视频同屏转换器扩展坞适用iPhone苹果安卓手机接电视投影仪投屏线
100%,¥24.80,奢飞思旗舰店,奢飞思iphone6plus钢化膜全屏抗蓝光6高清无白边防爆6sp全包防摔防指纹苹果6s手机保护膜 苹果6P/6sP全屏【白色】升级抗蓝光苹果6P/6sP全屏【白色】升级抗蓝光
97%,¥45.00,顾凯旗舰店,顾凯 苹果充电器快充电头充电线数据线适用iphoneX/XR/xsMax11/5E/6s7/8p手机 5W充电器头+2.4A快充数据线【套装】5W充电器头+2.4A快充数据线【套装】
99%,¥45.00,汇吉源手机配件专营店,索赢苹果充电器iphoneXs Max/XR充电数据线X/8/7/6s/Plus快充插头 苹果充电器头5V1A+数据线苹果充电器头5V1A+数据线
99%,¥45.00,汇吉源手机配件专营店,索赢苹果充电器iphoneXs Max/XR充电数据线X/8/7/6s/Plus快充插头 苹果充电器头5V1A+数据线苹果充电器头5V1A+数据线
95%,¥19.90,卡迪欧数码专营店,飞创 苹果6s手机壳iPhone6sPlus超薄全包防摔磨砂硬壳男女款保护套 苹果6/6s【宝石蓝】★微磨砂款
99%,¥25.00,卫甲旗舰店,卫甲 iPhone6手机壳新年款招财猫浮雕全包硅胶保护套 适用于苹果6s/6splus 苹果6/6s--猪事顺利
99%,¥69.00,诺印旗舰店,诺印 苹果数据线 iphone6s/7Plus/8/x/xr/11/ipad充电线快充电源线USB线 【升级闪充款】1.8米-中国红-送绕线带【升级闪充款】1.8米-中国红-送绕线带
98%,¥29.00,潮流数码配件专营店,蒙奇奇跑步手机臂包运动防汗男女套包壳袋 iPhoneX/苹果8plus/7/华为/小米 经典黑色(4.7英寸以内)经典黑色(4.7英寸以内)
100%,¥15.80,易腾迈数码专营店,湾谷 苹果11/11pro手机壳iPhone11pro Max保护套防摔磨砂全包硅胶软壳女男潮 黑色/iPhone11
100%,¥45.00,悠饰旗舰店,【次日达】适用于苹果iphone11手机模型11Pro  max仿真上交展示机模 苹果11黑色黑屏【双面玻璃材质】-送手机壳苹果11黑色黑屏【双面玻璃材质】-送手机壳
90%,¥46.00,品色手机配件专营店,【苹果专柜品牌】MOCOll摩可苹果7/8钢化膜前后膜iPhone8plus减少指纹抗蓝光 黄金甲防蓝光全屏钢化膜iPhone7/8plus白
98%,¥39.00,紫峰通达数码专营店,胜粒苹果数据线苹果8p六七6s/plus iphoneX/7/8/SE/iPad苹果11充电线Xs 苹果1m线+2A快充头苹果1m线+2A快充头
99%,¥97.89,锐舞旗舰店,【支架无线充】锐舞 苹果无线充电器iPhone11Pro/XR/XsMax快充iphone通用充电头 【象牙白】可竖立可平放 不伤电池 智能快充【象牙白】可竖立可平放 不伤电池
91%,¥54.90,插画师创意专卖店,亿色苹果X/XR/XS Max钢化膜iPhone 11 Pro Max全屏高清抗蓝光指纹手机镜头贴膜 【11/XR通用】*高清 赠贴膜神器【11/XR通用】*高清 赠贴膜神器
99%,¥26.00,塔拉斯旗舰店,塔拉斯 苹果xsmax手机壳iphone xs max全包硅胶软壳玻璃布纹防摔保护套新年男女款 Xs Max【6.5英寸】福星高照【送钢化膜】Xs Max【6.5英寸】福星高照【送钢化膜】
98%,¥28.00,宋兵甲数码专营店,ZOBIG 苹果xr手机壳硅胶磨砂防摔 iphoneXs保护壳 XMAX男全包个性 潮流 商务 尼采名言版--苹果XR（6.1英寸）尼采名言版--苹果XR（6.1英寸）
99%,¥19.90,Anskp旗舰店,Anskp 手机运动臂包男女运动手机全包保护套跑步臂带iphone6/7plus/苹果8 5.5~6英寸-白色臂包全包5.5~6英寸-白色臂包全包
100%,¥29.80,DIZA官方旗舰店,DIZA苹果数据线 DIZA充电线适用苹果5s6s/plus iphoneX/7/8/SE/iPad 苹果快充数据线1.2m
100%,¥39.90,奢飞思旗舰店,奢飞思苹果6钢化膜防窥膜全屏6splus防偷看防爆6s全包防摔防指纹iphone6plus手机保护膜 苹果6/6S 全屏【白色】钻石防窥30保护隐私苹果6/6S 全屏【白色】钻石防窥30°保护隐私
95%,¥188.00,墨一旗舰店,墨一 真无线苹果蓝牙耳机iphone11/6/7/8Plus/XSMax/Xr华为通用双耳入耳式迷你 高配版-【千元1:1音效 弹窗触控】高配版-【千元1:1音效 弹窗触控】
96%,¥75.00,公牛诚和专卖店,公牛苹果充电线平果6s数据线iPad快充iPhoneXsMax手机7p8plus冲电线官方MFI认证 单口1米苹果快充数据线J7C10单口1米苹果快充数据线J7C10
99%,¥99.00,monqiqi旗舰店,【新升级】苹果7lightning耳机转接头/线iphone8/x3.5mm手机转换口/器充电二合一 专注充电听歌【苹果口+3.5圆孔】二合一-银色
96%,¥58.00,品色手机专营店,品胜三合一数据线苹果Type-c安卓一拖三手机快充电器线iphone8小米6华为oppo三星vivo 1.2m中国红
92%,¥25.00,金响旗舰店,金响 充电器头快充数据线苹果iPhoneX/Xs/11/pro/Max/XR/8/6s/7plus Lightning数据线Lightning数据线
93%,¥38.90,智客数码专营店,超琰苹果充电器头数据线手机快充套装适用iphonexs/XR/8/6/7plus/11/ipad 【标配升级版】5W充电头+苹果充电线
100%,¥35.80,艺派数码旗舰店,艺派苹果8plus手机壳磨砂7p商务款透明防摔6s全包边6硅胶男女款iphone软6plus保护套 红色软边【磨砂透黑硬底+撞色按键】手机壳 5.5寸苹果6P/6SP/7P/8P通用红色软边【磨砂透黑硬底+撞色按键】手机壳
99%,¥55.80,帛科旗舰店,帛科 iphone11pro钢化膜11苹果11ProMax手机全屏防窥玻璃防爆11PRO抗蓝光贴膜 11pro/Xs/X【听筒防尘】高清款11pro/Xs/X【听筒防尘】高清款
98%,¥29.80,考尚手机配件专营店,英悦 苹果6/7/8Plus手机壳iPhone8鼠年女新年SP玻璃镜面男夜光情侣发光潮牌老鼠喜庆新款 苹果7Plus/8Plus【鼠我有钱·红】送指环扣苹果7Plus/8Plus【鼠我有钱·红】送指环扣
98%,¥28.00,屹林宏业数码专营店,【特价款】 阿奇猫苹果6splus钢化膜iPhone全屏复盖玻璃手机前膜6D曲面透明硬边防指纹全 【特价款28】plus5.5英寸-全覆盖白色
89%,¥39.90,奢飞思旗舰店,奢飞思iphone7plus钢化膜6/6s Plus全屏7p抗蓝光8防爆苹果8plus手机保护贴膜 8/7/6/6S【抗蓝光款】白色
94%,¥42.00,YOCY（中国）旗舰店,YOCY苹果11后膜iPhone11Pro背膜XSMax水凝膜透明防爆XR防滑手机后盖摄像镜头膜 iPhone11极光后膜两片装iPhone11极光后膜两片装
80%,¥55.00,品色手机专营店,品胜苹果7耳机转接头iphoneX苹果8/7p/max/XR 充电听歌通话二合一音频转换器 【lighting+3.5mm】充电听歌
93%,¥29.90,艺派数码旗舰店,艺派iphone8plus钢化膜7plus/6s Plus全屏抗蓝光苹果6/6S/7p/8手机贴膜 8/7/6s/6【黑色高清】大视窗隐形膜
91%,¥24.00,品胜华人专卖店,品胜苹果6S数据线iPhone7Plus七充电器线8P快充Xsmax手机11Pro平板ipad电源线 1米 6/6s/7/8/plusX/11pro通用1米 6/6s/7/8/plusX/11pro通用
98%,¥88.00,磐镭旗舰店,磐镭 苹果11防窥手机壳iphone 11 pro max 壳磁吸双面壳11proMAX玻璃壳手机套 苹果11pro高清款-暗夜绿-双面玻璃苹果11pro高清款-暗夜绿-双面玻璃
92%,¥39.90,金合辉手机配件专营店,承简 耳机适用苹果耳机入耳式有线手机耳塞线控支持苹果iPhone6/6s/6p/7/8/x/iPad 3.5mm接口适用phone6/6s
99%,¥75.00,屹林宏业数码专营店,触底价！阿奇猫手机三脚架自拍杆通用/蓝牙遥控旅行三角支架直播抖音神器适用华为/苹果/iPhonex 黑色+赠同匹配安卓数据线
100%,¥19.90,bova旗舰店,Bova 苹果11Pro手机壳磨砂iPhone11 Pro Max防摔软壳全包边硅胶保护套男女潮壳薄 苹果11【黑色】磨砂软壳+送钢化膜
98%,¥88.00,0度旗舰店,美国0度 苹果11pro xs max手机壳xr保护套iphone78P全包磨砂半透明防指纹硅胶硬壳 黑色(黄色按键) iPhone Xs Max-6.5英寸黑色(黄色按键)
99%,¥89.00,moloke数码旗舰店,moloke苹果耳机有线入耳式适用原iPhone6/7P/8/8plus/XSMax 【扁头接口】8/7/Xs max/11Pro【扁头接口】8/7/Xs max/11Pro
100%,¥39.80,DIZA官方旗舰店,苹果耳机转接头iPhone11ProMax/XS/XR/8/7Plus二合一转换器转接线 【Lightning+3.5耳机】
99%,¥47.90,monqiqi旗舰店,蒙奇奇 苹果11手机壳iPhone11 Pro/Max保护套防摔超薄液态硅胶5.8/6.1/6.5寸 经典黑【6.1寸】经典黑【6.1寸】
100%,¥19.00,ROXANNE旗舰店,ROxANNE 苹果7/8plus真液态硅胶手机壳iPhone8/7plus全包男女防摔软壳保护套 苹果7P/8P【薰衣草】液态硅胶升级加绒款苹果7P/8P【薰衣草】液态硅胶升级加绒款
100%,¥39.00,恒诚数码专营店,摩斯维 苹果xr/x/xs手机壳iPhone xs max全包防摔保护套男超薄磨砂透明硅胶软挂绳女款 苹果XSMax【黑色】送钢化膜+金属指环苹果XSMax【黑色】送钢化膜+金属指环
100%,¥39.00,田梦易手机配件专营店,萨酷 苹果7/8手机壳保护套iPhone7/8plus车载磁吸指环扣旋转支架软壳全包防摔磨砂壳保护壳 炫酷黑-苹果7P/8P旋转指环扣磁吸壳-5.5英寸炫酷黑-苹果7P/8P旋转指环扣磁吸壳-5.5英寸
96%,¥13.90,天鑫手机配件专营店,OMIU 苹果11proMax/X/XS钢化膜 iphoneXR XS MAX钢化膜防爆非全屏盖贴膜 XS MAX高清玻璃膜XS MAX高清玻璃膜
95%,¥125.00,曼卓旗舰店,曼卓 转接头耳机通话转接线苹果iPhoneX/XR/XSMax11pro/7/8P手机充电音频转换器 【Lightning转3.5】通话充电六合一转换线【Lightning转3.5】通话充电六合一转换线
98%,¥24.00,齐乐电子数码专营店,品胜苹果数据线iPhone6s/6plus苹果Xs Max苹果8苹果7Plus ipad4苹果充电线 标准版快充（升级版）1米 单品数据线
100%,¥19.80,玉邦手机配件专营店,【正常发货】可乐猪iPhone11/Pro钢化膜苹果XR/X/XS MAX全屏蓝光玻璃膜防指纹手机膜 （全屏）11Pro/X/XS【抗蓝光】2片装（全屏）11Pro/X/XS【抗蓝光】2片装
98%,¥19.00,序歌旗舰店,序歌 iPhone7/8全透明手机壳 磨砂保护套 硅胶全包软壳 男女手机套适用于苹果7/8/plus 5.5英寸-苹果7/8plus【磨砂】5.5英寸-苹果7/8plus【磨砂】
94%,¥98.00,哈小奇官方旗舰店,哈小奇Apple苹果无线蓝牙耳机air降噪双耳通话iphone6s/7/8plus/X运动耳塞入耳式 蓝牙5.0双耳通话智能触控-白色
97%,¥58.00,品胜华人专卖店,品胜多功能充电器适用于iphone苹果安卓华为小米平板3口4口多孔三四USB手机充电插头座电源适配器 3口USB接口 快速充电 手机平板全通用 折叠插头3口USB接口 快速充电 手机平板全通用 折叠插头
100%,¥29.00,网懿电脑办公专营店,【放心购】苹果6s耳机有线半入耳式带线控 适用于苹果iPhone7P/8P/X/6SP/SE手机耳机 3.5圆接口5/6/6PipadAir耳机3.5圆接口5/6/6PipadAir耳机
97%,¥39.00,铂汀旗舰店,铂汀 苹果7/8手机壳硅胶iPhone7Plus/8Plus全包防摔套i8磨砂硬壳男带指环扣车载吸磁 苹果7/8通用【深邃蓝】双层防摔-送钢化膜苹果7/8通用【深邃蓝】双层防摔-送钢化膜
96%,¥35.80,奢库官方旗舰店,奢库 iPhone6s/6plus冷雕磨砂钢化膜适用苹果8P/7Plus抗蓝光全覆盖磨砂游戏手机贴膜 冷雕全屏抗蓝光磨砂-黑色款 iphone 6/6S冷雕全屏抗蓝光磨砂-黑色款
98%,¥46.00,顾凯旗舰店,顾凯 耳机转换线转接头苹果iPhoneX/11pro/XR/xsMax8/7P手机充电转换器通话转接 六合一【双Lightning】通话充电听歌转接线六合一【双Lightning】通话充电听歌转接线
97%,¥85.00,昂悦旗舰店,昂悦 苹果数据线充电线手机快充电器iphoneXSmaxipad车载11/11pro2米xr套装6s 2条1米+2条2米+双口充电头【超级闪充】2条1米+2条2米+双口充电头【超级闪充】
97%,¥39.00,颖果旗舰店,颖果适用于Apple Pencil笔尖笔头笔帽充电转接头转换器替换配件ipadpro苹果手写笔1一代 ipencil【充电转接头】
98%,¥79.00,神马手机配件专营店,YOUMAKER美国 苹果11手机壳iPhone11/Pro/Max透明防摔保护套硅胶全包玻璃硬壳男 全透明 iPhone 11全透明
92%,¥48.00,顾凯旗舰店,顾凯 通话耳机适用苹果iPhoneX/XR/11proMax/8P/7手机有线入耳式线控iPad耳机 蓝牙弹窗版-扁口Lightning接头通话线控耳机
98%,¥29.00,禾米配件专营店,维肯 手机耳机半入耳式有线苹果华为荣耀vivo三星OPPO小米红米一加平板游戏带麦 通用美图360金立HTC诺基亚麦芒锤子
96%,¥15.90,品色手机配件专营店,缔造者三合一数据线苹果Type-c安卓一拖三手机充电器线iphone8小米6华为oppo三星vivo 三合一数据线
99%,¥32.00,天觉旗舰店,【次日达】天觉 苹果xr手机壳 iPhone XR/X/XsMax超薄透明磨砂壳潮牌防摔男女款保护套 磨砂黑【送钢化膜+指环扣】 苹果XR【6.1英寸】磨砂黑【送钢化膜+指环扣】
96%,¥28.00,宋兵甲数码专营店,ZOBIG 苹果6s手机壳磨砂全包硅胶 防摔 潮男 iPhone6P时尚细腻手感保护壳 苹果6/6s-4.7英寸【尼采版】苹果6/6s-4.7英寸【尼采版】
96%,¥29.50,壹方专营店,尚劢苹果7/8手机壳磨砂炫薄半透明防摔手机保护套iPhone7/8/7plus (7plus/8plus 5.5)白色+钢化膜(7plus/8plus 5.5)白色+钢化膜
98%,¥29.00,黑柚子数码配件旗舰店,【壳膜套装】黑柚子 iPhone11手机壳苹果7/8p/x/xr防摔11pro软壳xsmax手机套 苹果7/8【4.7英寸】送全屏钢化膜苹果7/8【4.7英寸】送全屏钢化膜
99%,¥55.00,绿联旗舰店,绿联苹果充电线PD快充数据线MFi认证通用iPhone11Pro Max/XR/Xs/8手机充电器线 Type-C转Lightning充电线 黑色1米Type-C转Lightning充电线 黑色1米
92%,¥78.00,博洛数码专营店,贺灯少女心无线蓝牙耳机双耳可爱款时尚iPhone通用运动跑步迷你入耳式安卓网红男女生款苹果耳塞式卡通 【比卡丘】黄色磨砂耳机【比卡丘】黄色磨砂耳机
99%,¥69.00,品色手机专营店,DIZA苹果手机耳机入耳式有线 小米华为荣耀OPPO适用iPhoneXS/78Plus/iPad lightning扁口线控耳机
99%,¥39.00,铂汀旗舰店,铂汀 苹果6Plus手机壳6s硅胶超薄透明iPhone6sPlus全包防摔软6P带指环支架男女新款 6P/6SP(5.5寸)通用【透明蓝】透亮不发黄6P/6SP(5.5寸)通用【透明蓝】透亮不发黄
98%,¥19.00,ROXANNE旗舰店,ROxANNE 苹果X/XR手机壳iPhone xs max液态硅胶全包防摔女男潮牌网红硅胶软壳 薰衣草 iPhone X/XS薰衣草
99%,¥138.00,淘斯酷专营店,戴为手机耳机扁头iPhone苹果X/XR/XS/XSMax/11/Pro/Max/7/6/8plus Lightning接口有线入耳式扁孔耳塞ipad
95%,¥28.00,惠趣旗舰店,惠趣 苹果11钢化膜磨砂iPhone 11pro/max全屏蓝光磨砂膜软边全包膜防指纹防汗背贴手机膜 苹果11【黑色软边】送磨砂壳苹果11【黑色软边】送磨砂壳
98%,¥25.00,YJING旗舰店,易京(YJING) 苹果8/7手机壳防摔保护套适用于iphone8Plus/苹果7plus 气囊透明+挂绳+软膜 苹果7/8(4.7英寸)
100%,¥32.00,奥瑞诚手机配件专营店,品胜三合一数据线多头充电线usb多功能数据iphone11/X/8p7安卓苹果type-C接口一拖三 三合一数据线1.2米【苹果安卓Type-C】三合一数据线1.2米【苹果安卓Type-C】
98%,¥29.90,品色数码专营店,缔造者苹果数据线充电线适用苹果5s苹果六七6s/plus iphoneX/7/8/SE/iPad充电 苹果数据线1.2米白色苹果数据线1.2米白色
99%,¥27.90,江铭数码旗舰店,江铭 苹果X手机壳iPhone8Plus时尚全包超女薄款6s保护套磨砂卡通7P防摔创意轻奢男可爱情侣 苹果6Plus/6sPlus-蓝底玩耍猫苹果6Plus/6sPlus-蓝底玩耍猫
98%,¥29.00,爵士驼艾心美专卖店,爵士驼 苹果11手机壳 iPhone11Pro Max/11pro保护套全包防摔硅胶软壳透明手机外壳 苹果11【电镀黑】送钢化膜+指环扣苹果11【电镀黑】送钢化膜+指环扣
100%,¥59.90,绿联车品旗舰店,绿联车载AUX音频线苹果转3.5MM公转接线适用iPhone11/7/8/Xs/Xr/XsMax手机 MFi认证Lightning转3.5mm转接头1米
95%,¥145.00,小米爆米花专卖店,小米（MI）20W高速无线充电器苹果安卓通用Qi快充适用iPhone/华为/三星 小米20W高速无线充套装
98%,¥27.90,江铭数码旗舰店,江铭 苹果XSMAX手机壳新年款鼠年手机壳本命年喜庆红色iPhone8Plus防摔软壳XR保护套7P 招财进宝 iPhone XR招财进宝
98%,¥19.90,艾古官方旗舰店,艾古 苹果XR透明手机壳 iPhone XR加固防摔硅胶软壳全包软边保护套男女通用 适用于苹果XR 全透明【6.1英寸苹果XR】
95%,¥45.00,品胜华人专卖店,品胜苹果6S数据线iPhone7Plus闪充电器线8P快充Xsmax手机11Pro平板ipad电源线 1.5米黑色 抗弯折 苹果六七八plusX11通用1.5米黑色 抗弯折 苹果六七八plusX11通用
98%,¥168.00,时商创展手机配件专营店,倍思 65W氮化镓Gan手机充电器头多口快充安卓华为苹果PD插头iphone笔记本通用type-c线 【GaN氮化镓充电器】白色【GaN氮化镓充电器】白色
100%,¥29.90,品胜华人专卖店,品胜安卓转苹果转换头6手机5 5s数据线iphone6s充电器转接头iPhone7转接口充电宝转换器 安卓转苹果转换接头 支持充电+传输数据
96%,¥48.00,联众创数码专营店,SH 苹果有线耳机适用iphone6splus线控ipad圆头5手机se半入耳式K歌平板ipod安卓 苹果3.5mm圆孔接口
99%,¥53.00,汇惠数码专营店,品胜新年中国红抗折断苹果手机充电器适用iphone11/XsMax/XR/X/6s/7/8plus等 中国红苹果手机充电套装
94%,¥89.00,顾凯旗舰店,顾凯 Lightning转USB3.0苹果转换器iPhone外接键鼠U盘相机套件转接头OTG转接器线 支持苹果7/8/X/11/ipad/ios13系统
100%,¥15.80,可乐猪旗舰店,【正常发货】可乐猪iPhone11手机后膜 苹果11Pro/Max碳纤维背膜贴纸 防指纹手汗保护膜 苹果11【不包边 后膜】8片装苹果11【不包边 后膜】8片装
100%,¥49.90,维肯旗舰店,维肯 耳机有线入耳式耳麦游戏吃鸡电脑音乐手机iphone苹果vivo华为 【银白色】金属腔体丨送真皮收纳袋
91%,¥39.80,顾凯旗舰店,顾凯 苹果转接头充电转换头iPhoneX/XR/xsMax/11/8p/7P转接线手机耳机通话转换器 炫酷黑【买一送一】升级版四合一双Lightning炫酷黑【买一送一】升级版四合一双Lightning
82%,¥25.00,品色手机配件专营店,品胜（PISEN）苹果7/8plusx/xmax钢化膜防爆玻璃贴膜iphone手机膜弧边膜防指纹 iphone7/8(白色)(买一送一)
